#Project: Theophylline
#PK-Sim version: 9.0.170
"IndividualId","Gender","Population","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|BSA [dm²]","Organism|Gestational age [week(s)]","Organism|Age [year(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]"
82,FEMALE,European_ICRP_2002,Population 100 subj,67.9973776584664,0.261107026683528,174.59102667147,40,32.8939666007152,0.914353460643217,1.55463811657221,16.1375203335211,0.41,0.752522034231547,0.363070130955967,0.030195791839572,8.91706189084734,1.36707204768027,0.502864325236123,25.5272516218639,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0239625046354816,0.0135488489758615,0.0887453491725523,0.275537816178296,1.00981756817781,0.450893644981377,0.9,44.3132148646238,30,0.100652369797491,59,15.1471788543367,1.5,2.6751938473583,0.953482088935616,0.5,0.969178518900738,9.67603412964935,0.754434483751154,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.16667471938143,0.362026435792965,110.768811363577,0.52287558040585,0.923048024019786,2652,0.369941095435345,0.681400730696988,1.89214954498008,0.211883193538275,1.37337965510207,0.53,21.9953051273527,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0348500172070335,0.0294033196167378,0.360466845144359,0.866330001896854,2.83385267597212,0.110556245534,0.2805079026087,0.90665388382184,1.28031079512248,1.19648310384171,1.8,2765.77718928857
83,FEMALE,European_ICRP_2002,Population 100 subj,65.810297165782,0.265425688404297,169.664931542147,40,39.7195519552191,1.88760451272668,0.975081661276637,15.7461886298461,0.41,0.756268577433254,0.324153661075447,0.033721753385176,8.38204854181781,1.39022676146534,0.536428541775321,26.2916416940415,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0256741832022771,0.012245739379379,0.0964093365108115,0.24412483743809,0.806163019225717,0.4133851023167,0.9,43.7452158089351,30,0.14075446494576,59,15.1600155570174,1.5,2.64944585896552,0.746017616726166,0.5,0.95557191204644,21.1683090916944,0.920589906753321,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164157854495026,0.37264038699548,59.8788354563397,0.62545934831333,0.965974874869696,2652,0.509553185978768,0.786213602190657,2.89389307922184,0.216357704461163,1.19768895098474,0.53,18.7317451576362,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0320751817213262,0.108619712464439,0.34653946373936,0.773551219904179,2.84871980867312,0.105137766433368,0.142813933142832,0.922359022861417,1.15711029667288,2.23871748109095,1.8,2991.08589555228
84,FEMALE,European_ICRP_2002,Population 100 subj,52.8893910196361,0.20591632513483,153.447976396115,40,39.5826444633224,1.17009692053731,0.9720697827705,16.0265075961911,0.41,0.815485105169509,0.321349003963361,0.0323200932968915,8.94260142055983,1.41494568376671,0.528814473623122,11.4404620703397,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0265287215895379,0.0129783521094708,0.0879727027803403,0.379875502428226,0.923273258418901,0.452470195240048,0.9,46.295750729427,30,0.107787659540232,59,15.1689432935519,1.5,2.62610664951454,0.7544601007666,0.5,1.40959335917102,24.4021517760053,0.312804436409784,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.197181923751863,0.355047852600535,162.70720466741,0.665669410387809,0.955955665544507,2652,0.459462835580143,0.681844594744208,1.54049023192091,0.190754624575607,0.845793899294639,0.53,21.6874394475379,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0335724061468497,0.126770102926754,0.365496902330024,0.781490564111796,2.44127830155702,0.103682662943144,0.363646968990417,0.824462267523472,1.16707759155957,1.88418680908028,1.8,1626.02690674232
85,FEMALE,European_ICRP_2002,Population 100 subj,61.5772681015136,0.179666847045995,177.953183532797,40,30.0452619418713,1.16022798155505,0.832893693418209,18.5129758856138,0.41,0.850607852040269,0.339516771217998,0.0327046560083412,11.7046579496316,1.2933753262572,0.471976821490107,8.74005892050334,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0251458720369167,0.0148276265663469,0.0918462441231048,0.246987410907626,0.900193088842549,0.429728016889171,0.9,43.9043685849813,30,0.113881080200084,59,14.8211872287193,1.5,2.52391164045198,0.856263616029575,0.5,1.4462511264807,16.3298122303411,0.652490865533972,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.15644920969783,0.348013124028287,128.756020706526,0.720122135987843,0.908096054029455,2652,0.484083154578625,0.737835518921542,2.20979827423732,0.192380213636428,0.692644168850325,0.53,29.1001827070517,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0309238462994687,0.235662384724639,0.391990761652334,0.920697538228083,3.0301396156437,0.100982357664678,0.407729038499953,0.787006163450976,1.38590433797169,1.38356513086958,1.8,4576.79910460294
86,FEMALE,European_ICRP_2002,Population 100 subj,93.7522995382989,0.295668535799073,215.348873546468,40,30.4762469699961,1.19630277095776,0.950665394527279,17.8069036619414,0.41,0.801434608502104,0.367933497789192,0.0325888678191263,10.7545975841803,1.2873511075095,0.497729691956341,41.4262427168362,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0252270065501032,0.0148145145501815,0.0927325147354598,0.338855990464495,0.853397106770476,0.462620253832473,0.9,44.5265684407421,30,0.150635355835108,59,14.9960369864407,1.5,2.91461943129282,1.42658543885336,0.5,1.013594650411,15.214850509237,1.18992627232839,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.188044631336087,0.367247836665381,149.648371331599,0.80172543430047,0.933195926674073,2652,0.493860681842074,0.720208822109196,2.33504817046244,0.180464468633393,1.80603297456609,0.53,27.6081044561792,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0340816853707726,0.259542323529954,0.336309923449697,0.776713343886091,3.5154035208851,0.101619168982861,0.513973727646863,0.826001043794486,0.942152888435211,0.473495564345269,1.8,650.825480054841
87,FEMALE,European_ICRP_2002,Population 100 subj,66.572098316542,0.219456088847759,179.469110821698,40,38.7802360899654,0.665877508424032,0.705142244285184,17.4169580368942,0.41,0.802882792477521,0.33914815602042,0.030279739003657,10.4358327538424,1.28320471335543,0.545536541416297,16.0221583748658,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0243049937414545,0.0134482741175235,0.0836772751808017,0.393466530619498,0.92808061677377,0.301898104870736,0.9,42.9191007106986,30,0.15051195874418,59,15.4877573865866,1.5,2.76269097551398,1.79114840247528,0.5,1.30062476077153,26.6793096488304,0.324773869255656,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.191773075471909,0.381516901704981,207.442383411945,0.759100526068286,1.05457451700384,2652,0.456765588766221,0.689395291286622,2.47395464880791,0.217225645878307,1.31648293914244,0.53,27.4349636283772,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0327294219529395,0.160280684972875,0.363698285538297,0.89735291756957,3.08540306297981,0.107003803589914,0.203981544216465,0.90519400237697,1.50443525462386,1.21518143849983,1.8,3043.87758307627
88,FEMALE,European_ICRP_2002,Population 100 subj,78.993542788357,0.283710878656073,191.351615089085,40,32.5285692152235,1.04193922224363,1.15461445939748,16.6862137121518,0.41,0.762677329622716,0.330940296968671,0.0312093601838979,9.45147294650312,1.38921744086474,0.537481948370401,29.7703291414422,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0249220435403077,0.0124362266572272,0.0822150782610002,0.302926023654576,0.890314735953659,0.369374657049511,0.9,43.7684651578116,30,0.140179448238392,59,15.2112667338642,1.5,2.46769814222809,0.890685433557912,0.5,1.15767642562302,9.92414941821957,0.535788148716974,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.169138455602803,0.366762336535394,61.2270018236523,0.63408778005322,0.911201053842253,2652,0.37785616039699,0.708104181050976,1.77266707905808,0.201879544264296,0.591334101671618,0.53,28.6781844496211,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0327863387815451,0.129219233603157,0.360299729085939,0.718047164642213,3.19418733061288,0.103601626930683,0.339446970332227,0.831422870458194,1.61782447606311,0.494141369740584,1.8,4049.77137830612
89,FEMALE,European_ICRP_2002,Population 100 subj,74.4534455123352,0.292680472141493,181.623733592889,40,36.1217997065381,0.939596270004953,1.28832315339557,15.9494432187177,0.41,0.800111777682098,0.320419251445513,0.0310466947017604,8.78242047175985,1.41108121740958,0.493068435514389,30.0775739365562,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0269138531104873,0.0124005011417124,0.0889851665338982,0.374927277249797,0.951980782089186,0.38513955420316,0.9,43.5249487958651,30,0.13338720165555,59,14.8479672874206,1.5,2.54583079977073,0.571224646481057,0.5,1.33676003094094,8.52679911529672,0.894538440798034,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.165543906333255,0.38588148825796,185.209450086555,0.836714555672903,1.00289501933371,2652,0.322846583080678,0.755146736142892,0.98095356376788,0.177447731635682,1.02640309464181,0.53,24.9397868290038,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0334694063512693,0.170897932691317,0.352573940871427,0.787543578492092,2.9169435757724,0.101446409115811,0.141737905431046,0.856866854465674,0.753606189816542,0.24618088166213,1.8,2917.02695910907
90,FEMALE,European_ICRP_2002,Population 100 subj,66.0412464085163,0.232139798785912,175.906335079473,40,39.7887195133552,1.13924815425314,1.00417232965881,16.8668051845946,0.41,0.723127348572699,0.383602192488272,0.030632229930027,9.72923124972924,1.30107436529251,0.499250038529149,19.0522719697596,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0242589031732027,0.0123106437219761,0.091182562572203,0.357436907114592,0.888589697867187,0.435164274616888,0.9,41.839294544324,30,0.121477958521322,59,14.9358660397789,1.5,2.60819157996902,1.19001466090013,0.5,1.1519471753308,22.5848696582624,1.01794174567376,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.172388945836912,0.370120092211999,117.017892702744,0.594049343068613,0.918163274797429,2652,0.480164859393364,0.697195207315011,2.22913423058781,0.194176086039378,1.19875206462818,0.53,25.0094504110814,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0347917059680245,0.238607811085772,0.374553984285068,0.896646266399113,2.98415156612224,0.112240734481812,0.243681959017153,0.906316174069244,0.762947173615933,1.09671618880045,1.8,2760.57627462773
91,FEMALE,European_ICRP_2002,Population 100 subj,57.2179496321723,0.2532514979849,154.567665630955,40,33.6807637632269,0.772717416304553,1.32208786647512,15.0310781947889,0.41,0.681342522991141,0.312866752844057,0.030246858782045,7.66493284906936,1.38239564556641,0.461815818101706,18.3821462046268,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0250719786079388,0.0117706291388154,0.0827270345084673,0.265470030864981,0.9495841265437,0.499339206605361,0.9,44.9752191499782,30,0.0990536058509642,59,14.7830972821006,1.5,2.92330334052682,0.890284328281301,0.5,1.13173950646586,12.8287059956548,1.73946920633268,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.165139411726486,0.356210401225003,122.770986867813,0.794719936403222,0.939120725918643,2652,0.400627272457834,0.712109395968593,1.55768675698644,0.20290217840957,1.81424789942848,0.53,19.7158217997109,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0348723081684879,0.14197583506567,0.34709864725803,0.799856621138261,2.49105320878192,0.113153560737495,0.136557048766211,0.840473603654746,2.10806193351356,1.49644119134437,1.8,720.262879570212
92,FEMALE,European_ICRP_2002,Population 100 subj,43.6126403721201,0.208847650168968,132.315073484849,40,39.0751758958563,1.00139894047097,0.954499774233964,14.4507834670045,0.41,0.705029775555305,0.301783891084668,0.0363950805436683,7.18816085950196,1.26492686385445,0.540002743281227,9.88725797098546,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0241242701895803,0.0113488519463511,0.0874910543658604,0.256277729824122,0.895479199313195,0.242868792693891,0.9,43.2274842357347,30,0.134020890922984,59,14.9810022603643,1.5,2.69964103650789,1.10288729797272,0.5,1.33567063607233,15.1995025645114,0.614889714077377,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.149682999496485,0.360125197117933,206.709115754192,0.775062312794945,0.963897512330813,2652,0.292693470587309,0.743620993116764,1.37114551886161,0.19785594512433,0.732722481159224,0.53,17.3360464740035,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0329720363803477,0.195312298105376,0.366722646213005,0.813163639741561,2.01639969591776,0.109270478457644,0.072756746006071,0.873165916227318,0.48502637969397,2.05130313689696,1.8,3498.81661294976
93,FEMALE,European_ICRP_2002,Population 100 subj,73.6046039477322,0.263409658322652,184.87502545868,40,30.8174072302959,0.637340701083272,1.10673471612144,16.7161647428286,0.41,0.775974269102317,0.309775770017407,0.0345122006462124,9.52792622103273,1.4973248450751,0.538319494635989,27.0643785113245,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0256122180972219,0.013759668230372,0.0929189534044193,0.523853710090867,0.897403724936659,0.591647848133438,0.9,45.2619809294209,30,0.0832126330753907,59,15.5558777341554,1.5,2.73918471009529,1.10206951484033,0.5,0.918520072674957,19.9749916530514,0.837927778945859,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.138809476538217,0.344318821193946,125.531211243734,0.73755676438094,0.961253001713596,2652,0.327302133346485,0.657269114308034,1.85171292303639,0.1933324649576,0.564734116682631,0.53,25.5368967412738,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0355218142641814,0.212051170309542,0.353185787883349,0.752890097829501,2.92211719898488,0.109582225370796,0.255892482343123,0.836111333330547,1.48861582400306,1.50000309579682,1.8,661.424440860244
94,FEMALE,European_ICRP_2002,Population 100 subj,64.7160177775758,0.248081073536508,170.399323599546,40,36.8694210876103,1.91760735297787,0.884369744718164,16.1513592276783,0.41,0.717238187901091,0.322196024257619,0.0336223683770856,8.90622140480921,1.37225927060976,0.484229904607813,25.7165916964537,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0241500397679482,0.0136197516580013,0.0887185360820669,0.350780177141298,0.899136377807054,0.331873612250753,0.9,44.5392679834765,30,0.0759442484287703,59,15.6683934283999,1.5,2.58765195754546,1.02616258034312,0.5,0.625520638128806,22.9052844183906,1.40359794513356,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.152883433272858,0.335864314828333,152.41209116839,0.678555325438597,0.905805993816751,2652,0.382933721492697,0.760180001390598,1.11914352005374,0.210843719193858,1.06233337755852,0.53,19.5267196873508,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0318548139596973,0.207626154345875,0.344622173042867,0.812714754009666,2.83055388843355,0.111979843761678,0.211773790538111,0.891566845507542,0.969875260534036,2.05453262685178,1.8,153.215250938131
95,FEMALE,European_ICRP_2002,Population 100 subj,84.2136238243723,0.289083941288989,199.819657692994,40,34.4934026545349,0.907236944330266,1.1840679560979,17.0678648168899,0.41,0.737915919271299,0.351464271980291,0.0312172973998781,9.97509322380794,1.35604252223726,0.518357391582456,38.1871134009163,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0260294098393507,0.0135382679545068,0.0885628302267784,0.292169203987452,0.892870125151065,0.556107222868066,0.9,42.1616893607603,30,0.125938352105815,59,15.2592626165504,1.5,2.89310149795894,0.534654872363356,0.5,0.580665894573492,5.58783103656196,0.694460155336562,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.164227647997523,0.340672666657952,196.776479781192,0.721846642673873,0.947926363406388,2652,0.53954602656006,0.732659414887875,1.00694948573446,0.208846652843007,0.946812985947468,0.53,24.9046162914383,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0319506364478857,0.22110677281141,0.342011190648827,0.786671161301524,3.1164447283642,0.117356310571374,0.335958048520313,0.81736656148203,1.71211394746131,1.5868573728136,1.8,3568.75590861718
96,FEMALE,European_ICRP_2002,Population 100 subj,77.1831201260568,0.289307907748531,187.136760628835,40,31.8099297824362,0.541848678764308,0.813472774684612,16.3335660549182,0.41,0.768539147598566,0.299870444403782,0.0308114505311035,9.21861267749484,1.50558234750614,0.495620635593726,31.1560856833332,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0262335189229264,0.0132223147377635,0.0877998894766766,0.358630469227802,0.907330190851334,0.44319689789134,0.9,44.4146959963526,30,0.104618148963796,59,14.8146107687504,1.5,2.64033531464238,1.3989592242775,0.5,0.902694620047274,14.321172360312,2.37191755817263,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.178173532086291,0.371024130312414,66.7484987329117,0.616894878367436,0.963479790654942,2652,0.436138873771149,0.754234443572966,2.25897516675684,0.215001665855019,0.903862508814747,0.53,24.5190196721947,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0345263338885114,0.25852387078884,0.380275682010748,0.813480365129734,3.2629089526841,0.115980214982708,0.171402323269509,0.752624711017385,2.58624587693662,0.544505574102345,1.8,1559.40506526363
97,FEMALE,European_ICRP_2002,Population 100 subj,64.160898628489,0.268794273171866,165.941595337294,40,32.8583050299707,0.576143175278771,0.823408346516333,15.449883650752,0.41,0.701271374174509,0.320120908374064,0.0321297500518349,8.28940828390175,1.36563852123199,0.545878962698499,26.647771823584,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.02554532874593,0.0118524154392318,0.0930457175360719,0.260993611740244,0.916440311566098,0.52800175231844,0.9,44.4444360381519,30,0.116553452284923,59,15.3215799123749,1.5,2.91345327645967,1.0239669891546,0.5,0.841258916576685,14.0677771957098,0.267237332650424,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.146170696516183,0.361772887294455,82.7814239821175,0.667781492644507,0.963408041192642,2652,0.396321437759091,0.698760785423468,1.21503285375221,0.208396804267116,0.791892445279247,0.53,18.6029508306539,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0308039616075445,0.142468427430095,0.360793247038676,0.802006594241118,2.78623077679289,0.103444563631434,0.48498438265555,0.789225327325104,1.0872238366522,0.582175972815676,1.8,2832.28752398051
98,FEMALE,European_ICRP_2002,Population 100 subj,73.2603772877859,0.261038881430257,184.643064158214,40,31.9570402158224,1.18258049371465,0.835594240098154,16.7525906090548,0.41,0.807407942386584,0.340333277908252,0.0326289617490807,9.7075011787967,1.27493842754295,0.544438104668314,31.4302875358719,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0271410055990124,0.014307585964442,0.0977485318204714,0.260671140004647,0.876168930797806,0.393229140499921,0.9,44.6271478166061,30,0.138454803105918,59,14.8241864966972,1.5,2.68824412064165,1.11483006473783,0.5,1.30743920934642,21.6461972134472,1.27002983922882,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.171318415650346,0.345822362094201,233.286772673232,0.726976524756634,0.923863098581657,2652,0.426739627521443,0.694355381514127,1.38870575439733,0.197706086839823,0.651188986716393,0.53,21.6613542327721,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0330543499936586,0.189962737531555,0.36317961105434,0.859116026416285,2.82423045003017,0.100381649170271,0.1321083030183,0.821313336673735,0.659668215057392,0.627313874600711,1.8,1442.3778762727
99,FEMALE,European_ICRP_2002,Population 100 subj,72.0172520798954,0.31485925102632,173.942509161682,40,39.7691511268584,1.35186426712227,1.19896776172057,15.1237693050045,0.41,0.830826089824092,0.324473752346347,0.0324286558229523,7.88481536615497,1.30262546897201,0.492842278453432,32.8729294054253,0.79,0.8,0.002,0.16,0.15,0.18,0.853,0.92,0.0016,0.002024,0.135,0.00899999999999998,0.03,0.0257615390505893,0.0119474026296314,0.0841935247551376,0.20295633079477,0.949116581435243,0.383222289967789,0.9,42.6707010787068,30,0.0946480722426017,59,15.0674963755222,1.5,2.5271113021086,0.939070531723157,0.5,0.751485554355051,25.2827634572458,0.386561134334706,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.119774969980155,0.346594169701176,237.344579883024,0.794272661334411,0.875870986354479,2652,0.37866574481055,0.700457847146034,0.952243699914141,0.197784605342017,1.23382965485397,0.53,20.4018493181991,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.079,0.19,0.666,0.76,0.0321376662666832,0.135571959496603,0.378868002168306,0.774599730209072,2.94267427999367,0.102586559323763,0.46997395498878,0.875018981505427,0.939847425380208,1.84277150420877,1.8,2975.28841029268
